review_text,n_votes,rating,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Fantastic book on design and UI,1,5,1,6,89.52,,,99.0,6.0,16.67,66.67,50.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"This is the only poker book I read, but it came very highly recommended and it didn't disappoint. It helped me transition from a total newbie to an above average newbie. I especially liked all the example hands in the book - helped a lot!",0,4,1,44,65.33,1.08,50.45,98.14,14.67,13.64,93.18,75.0,59.09,15.91,6.82,6.82,0.0,0.0,0.0,0.0,9.09,20.45,13.64,0.0,9.09,4.55,6.82,4.55,2.27,15.91,4.55,9.09,9.09,4.55,0.0,4.55,13.64,6.82,6.82,0.0,0.0,0.0,0.0,0.0,4.55,0.0,11.36,9.09,2.27,2.27,0.0,2.27,0.0,0.0,2.27,0.0,6.82,6.82,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,2.27,0.0,4.55,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,0.0,2.27,4.55,0.0,0.0,0.0,0.0,11.36,2.27,0.0,0.0,0.0,0.0,0.0,0.0,13.64,4.55,2.27,0.0,2.27,2.27,2.27,0
"A really interesting novel that takes place in the future in a world where some people live in the metaverse (aka digital universe/internet) more than the real world. I don't remember it so well now but I do remember there being some really interesting tie-ins to ancient sumarian computers. 
 That plus any book with a protagonist named Hiro Protagonist who wields badass japanese swords is just badass. 
 Note: the MetaVerse is current being built now here: http://secondlife.com",6,4,1,78,45.8,7.93,94.47,79.29,19.5,20.51,83.33,67.95,53.85,7.69,3.85,2.56,0.0,0.0,0.0,0.0,3.85,16.67,8.97,0.0,8.97,7.69,14.1,5.13,1.28,14.1,7.69,6.41,0.0,0.0,0.0,0.0,11.54,0.0,10.26,2.56,0.0,0.0,1.28,3.85,2.56,2.56,6.41,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.28,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,6.41,0.0,1.28,5.13,3.85,1.28,0.0,2.56,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,2.56,10.26,12.82,0.0,0.0,12.82,0.0,0.0,0.0,6.41,5.13,8.97,1.28,1.28,1.28,0.0,0.0,0.0,12.82,3.85,0.0,0.0,0.0,1.28,7.69,0
"Neal Stephenson is one of my favorite authors (snow crash, cryptonomicon), but he didn't deliver in this one. Maybe because it was co-authored. The premise was interesting, and the first half of the book was actually pretty good, but then it just skipped ahead and I didn't love the ending...",1,2,1,50,12.09,1.0,49.13,99.0,16.67,22.0,82.0,70.0,66.0,12.0,6.0,4.0,0.0,0.0,2.0,0.0,6.0,18.0,8.0,6.0,8.0,12.0,8.0,12.0,4.0,12.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,8.0,0.0,0.0,4.0,6.0,0
"When people ask me what my favorite book is, Dune is always my answer. Words cannot even do justice to what an epic tale this is. We learn about spirituality, human nature, politics, religion, and the making of a hero. 
 I loved the spiritual aspects of the book the best. The philosophies and practices and Pranu Bindu training of the Bene Gesserit that Paul learns and builds upon. The Bene Gesserit believe in a training regiment that results in a superior human being - one with every sense as refined as possible. This means a focus on learning, on controlling emotion, on controlling your body. 
 My absolute favorite quote from Dune is the Bene Gesserit litany against fear: 
 ""I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain."" 
 The litany is meant to be recited when you are in a moment of fear, and as I first read Dune 20 years ago, I've employed it many times. After Paul employs it when he is fighting Jamis, the affect on him is described as ""a cool bath washing over him. He felt muscles untie themselves, become poised and ready."" I have read a lot about people who perform at high levels - whether it be in athletics or business, and success is all about getting into that zen state where you have a clear, focused mind. Fear is the biggest thing that can cloud one's mind - usually fear of failure, but there are other forms too. While this Litany won't always eliminate it, I've felt it to be useful to recognize the fear and call it out for what it is. 
 There is also a focus in the book on being able to read people by paying attention to the minutia. In many crucial scenes we see Paul and Jessica and others employing this skill, using not only their eyes, but reading the tone of what a person says, what their body language or actions say, and more. Imagine the poker player I could be if I learned these skills! 
 ""If you rely only on your eyes, your other senses weaken."" 
 It's interesting to me that so many science fiction novels contemplate a future with AI (aka post-singularity). In Dune, the Butlerian Jihad was the human rebellion to rid itself of AI or ""thinking machines"". They are now banned, and in their place we have Mentats, who are humans with processing powers far greater than any thinking machine. It's unclear to the software engineer in me how exactly that could be without some sort of physical manipulation (insertion of massive amounts of transistors, for instance), but the affect is pretty cool, we get Spock-esque beings who analyze everything extremely logically, and are great at political planning ""feints within feints within feints"". 
 There was a lot in the book about leadership. It started with Paul first learning about it from his Father, and also from the Bene Gesserit. This quote stood out to me: 
 ""She asked me to tell her what it is to rule,"" Paul said. ""And I said that one commands. And she said I had some unlearning to do."" She hit a mark there right enough, Hawat thought. He nodded for Paul to continue. ""She said a ruler must learn to persuade and not to compel. She said he must lay the best coffee hearth to attract the finest men."" 
 Later as he grows into a leader himself, Paul learns that the most essential ingredient to be a leader is to lead people to a worthy goal. 
 ""It was another of the essential ingredients that she felt her son needed: people with a goal. Such people would be easy to imbue with fervor and fanaticism. They could be wielded like a sword to win back Paul's place for him."" 
 Much has been made in modern reviews of Dune of the fact that it's clearly a statement about oil and the Middle East. The book even admits the Fremen are of Sunni descent, and many words they use (Jinn, Jihad, etc) are Arabic. I'm not sure I understand all the undertones, but one thing that was clear was about control of the worlds most precious commodity: ""The people who can destroy a thing, they control it."" I hope we are closing in on the end of the days when oil controls so much, but we aren't there yet. In the meantime, we had best beware of any future Harkonnen's.",68,5,1,788,51.34,45.32,41.1,32.56,16.77,16.24,88.83,70.18,57.49,15.23,9.01,3.55,0.89,0.76,2.28,1.02,6.22,15.48,7.87,0.76,13.2,9.26,5.33,6.35,1.02,16.62,7.36,3.81,5.96,1.02,1.78,3.3,13.71,0.76,12.94,3.93,2.28,1.65,2.41,0.38,3.17,0.0,5.2,2.92,2.03,1.78,0.25,1.27,1.27,0.0,0.0,0.0,11.68,4.82,0.0,0.0,0.25,0.51,2.03,6.98,0.25,0.0,1.02,1.65,1.4,0.51,0.25,0.63,4.06,0.38,0.0,2.66,0.25,0.89,1.9,0.76,0.0,0.38,0.0,0.0,0.0,0.13,0.0,1.02,0.13,0.25,0.0,0.13,0.0,0.51,0.0,0.76,4.19,8.5,0.51,1.02,5.71,0.63,0.0,0.89,3.43,3.81,5.46,1.14,0.13,0.13,0.0,0.0,0.0,16.88,5.84,4.82,0.0,0.13,1.4,4.7,0
"This is the best harry potter book so far, followed closely by book 6.",4,5,1,14,35.59,,24.32,,14.0,14.29,85.71,64.29,42.86,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,14.29,7.14,7.14,7.14,7.14,14.29,7.14,0.0,14.29,14.29,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,7.14,0.0,0.0,0.0,0.0,0
"After the first read, this book is the worst one in the Harry Potter series. Characters are not as likeable as they are in the other books. However, I recently reread it (after reading book 6), and found it to be a very good read.",6,5,1,45,59.67,5.61,77.17,54.76,15.0,11.11,91.11,75.56,62.22,11.11,4.44,2.22,0.0,0.0,0.0,2.22,6.67,20.0,11.11,6.67,15.56,8.89,4.44,13.33,2.22,17.78,6.67,6.67,0.0,0.0,0.0,0.0,8.89,0.0,8.89,2.22,0.0,0.0,0.0,0.0,6.67,0.0,6.67,4.44,2.22,2.22,2.22,0.0,0.0,0.0,0.0,0.0,4.44,2.22,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,4.44,0.0,0.0,4.44,0.0,0.0,0.0,6.67,2.22,6.67,0.0,0.0,0.0,0.0,0.0,0.0,17.78,6.67,6.67,0.0,0.0,0.0,4.44,0
"A fascinating history of science. Ever curious how everything we know about the world came to be - read this! I loved reading about what old greats like Darwin thought about the world - they were all right about most things, but also very wrong about some things - makes you wonder how much we are wrong about today! 
 Another interesting piece was how many of the world's prominent scientists had the time to do their research because they came from rich families. Very different from todays notion of 'trust funders'.",46,5,1,88,45.12,78.1,79.84,55.62,17.6,18.18,95.45,77.27,59.09,14.77,7.95,1.14,2.27,1.14,0.0,3.41,6.82,14.77,5.68,0.0,15.91,6.82,14.77,3.41,0.0,15.91,11.36,7.95,6.82,4.55,0.0,2.27,18.18,3.41,14.77,7.95,5.68,0.0,1.14,0.0,3.41,0.0,6.82,4.55,2.27,1.14,1.14,0.0,0.0,0.0,0.0,0.0,12.5,4.55,0.0,0.0,0.0,2.27,0.0,7.95,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,3.41,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,5.68,6.82,1.14,2.27,3.41,0.0,0.0,0.0,4.55,7.95,3.41,0.0,0.0,0.0,0.0,0.0,0.0,13.64,3.41,1.14,0.0,2.27,3.41,3.41,0
"This book is, so many times over, a true story. Culleton does not hold back in her descriptions of the horrors these women faced. However, from true stories I've heard, it is not even close to as horrible as it gets. The way native people have been treated in this country (and elsewhere) is shameful. The trickledown effect of residential schooling and prejudice has scarred our history (and is sadly, still perpetuated) and so many seem unaware. Those that say this book has an agenda... well, it certainly should. 
 The author, in my opinion, successfully wrote on the issue of generational pain without making it seem as though she was ""making excuses"" (a common complaint I hear from prejudice types). The two little girls grew up in an unstable home, had their lives torn apart, and faced hardships throughout their lives. I particularly identified with Cheryl who tried desperately to turn her pain into positive action and struggled so deeply. 
 The other themes she explores include cultural identity, skin colour, addiction, family... She also explores the question of personal strength which I think is something universal. 
 The style of the writing is not the type that usually draws me in, but the story itself needs to be heard. It felt, to me, like April's real voice. Some might say it's too ""simplistic"" but I don't think every fictional book needs to sound like poetry to resonate.",0,4,1,236,43.72,18.69,68.42,1.14,15.73,21.19,89.41,71.19,54.66,13.98,7.2,3.39,0.42,0.0,2.12,0.85,6.78,14.83,6.78,0.42,12.71,8.05,7.2,7.2,1.69,18.64,6.78,2.54,2.12,0.42,0.85,0.85,16.53,0.42,16.1,5.08,1.69,1.27,2.54,2.12,4.66,0.0,5.93,1.27,4.66,2.54,0.0,2.54,0.42,0.0,0.42,0.0,11.86,5.93,0.0,0.0,0.42,1.69,4.24,5.08,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,2.97,0.42,0.85,1.69,0.0,0.0,2.54,1.27,0.85,0.0,0.42,0.0,0.0,0.0,0.0,1.27,0.0,0.42,0.0,0.0,0.0,0.42,0.85,0.85,4.66,13.14,0.42,1.69,7.63,0.42,1.69,1.27,1.69,5.08,7.2,0.42,0.0,0.0,0.0,0.0,0.0,20.76,8.05,6.78,0.0,0.0,1.69,4.24,0
"This is foremost, a book about people. Taylor begins as a somewhat naive young woman who has dreams bigger than her reality. Reading through Taylor's perspective made me feel nostalgic for my younger years where there seemed to be so many possibilities. I really love how the author explores common character types without bordering too much on stereotyping; these are real people we have probably all met at least once. 
 I've read that some felt Taylor was too changeable. I want to humbly point out that many girls her age... are. In that in-between stage from adolescence to true adulthood, I think it's easy to struggle to find your voice. But the progression in her thinking felt very believable to me. 
 I think it's important to understand Kingsolver's style. She has a way of seamlessly interweaving fantasy elements into stories that make you feel almost like you're hearing a story by word of mouth (how many people spin tales when they tell a story that happened to a ""friend of a friend""). That to me creates a sense of intimacy with the story and characters. 
 At first, I was expecting an entirely realistic tale and kept asking ""why didn't Taylor call the police? why didn't she report the abuse?"" But. That wouldn't make a very good story, now would it? ;) To be fair, I agree with some reviews that say this combination of VERY intense themes (child abuse, immigration, racism, etc) with unrealistic elements/heartwarming emotions can be a bit disarming. I felt a little unsettled reading of Turtle's abuse and the rest of the book didn't have such an intense tone, but I feel that is realistic. Often, horrific things happen, and life just goes on. But keeping an open mind, I do think this was a good book, to put it simply. I was rooting for Taylor and of course, for Turtle.",0,4,1,315,53.05,23.28,49.82,24.27,15.0,18.41,88.25,71.11,54.29,13.97,8.25,4.76,0.32,0.95,1.59,0.32,5.71,16.19,6.98,0.63,13.02,8.25,7.94,4.13,1.27,18.73,6.98,5.4,2.54,0.32,0.32,1.9,17.78,0.32,17.14,6.35,2.22,1.27,2.22,1.9,3.17,0.32,6.67,3.17,2.86,2.54,1.27,0.63,0.63,0.0,0.0,0.0,10.48,5.4,0.0,0.0,0.0,0.63,3.81,4.76,0.0,0.0,2.22,0.32,0.63,0.32,0.32,0.0,1.9,0.32,0.0,1.59,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.63,0.0,0.0,0.0,0.0,1.27,6.98,6.98,0.63,1.27,2.22,0.0,0.32,2.22,3.17,5.4,5.4,0.32,0.63,0.32,0.32,0.0,0.0,19.37,6.35,4.44,0.95,0.0,3.49,4.13,0
"An amazing book. At times very difficult to read, as it should be. Written in first person, it draws you into the life of Aminata; the harrowing experiences she faced as a child thrust into slavery and many further heartaches. But it is not simply a tale of sorrow; it offers inspiration through her bravery and strength as she manages to make peace with her life in her later years. I felt a great deal of compassion for her, not simply on a base level, but as though she were a friend. It's historically educational as well. I feel like the reason this book is so popular is that it truly has ""something for everyone"" in way of genre. I cannot imagine this story not drawing compassion; one would have to be heartless.",0,5,1,133,45.52,31.64,20.27,67.6,16.63,18.05,93.23,73.68,63.16,16.54,8.27,2.26,0.0,0.75,5.26,0.0,8.27,14.29,6.77,1.5,18.05,9.02,6.02,8.27,3.01,15.04,6.02,3.01,3.01,1.5,0.0,1.5,16.54,0.75,15.79,3.76,1.5,2.26,0.75,2.26,5.26,0.0,9.02,6.02,3.01,3.01,1.5,1.5,0.0,0.0,1.5,0.0,14.29,3.76,1.5,0.0,0.0,0.0,1.5,8.27,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,6.02,8.27,0.0,0.75,6.02,0.0,0.0,1.5,3.01,3.01,6.77,1.5,0.0,0.0,0.0,0.0,0.0,13.53,6.02,3.01,0.0,0.0,0.75,3.76,0
"I greatly enjoyed this book. From a mistreated child who worked far too hard for a little boy to a wild hearted teen who hated to follow the rules, Alfie grew into a hard working young man. He writes his story in a way that inspires compassion without pity. The book draws you into life in the times he grew up in. I found myself cheering for him when he accomplished success and love. I would really like to read more about his life after!",0,5,1,85,89.52,91.03,38.22,88.2,14.17,12.94,96.47,70.59,52.94,17.65,15.29,4.71,0.0,1.18,7.06,0.0,2.35,15.29,9.41,0.0,18.82,1.18,5.88,3.53,0.0,11.76,7.06,2.35,9.41,1.18,5.88,2.35,5.88,0.0,5.88,2.35,0.0,1.18,0.0,1.18,1.18,0.0,11.76,8.24,3.53,7.06,4.71,1.18,0.0,1.18,0.0,0.0,23.53,5.88,1.18,0.0,1.18,1.18,2.35,15.29,0.0,0.0,0.0,9.41,0.0,0.0,0.0,0.0,7.06,0.0,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18,5.88,12.94,0.0,0.0,11.76,0.0,0.0,1.18,4.71,7.06,2.35,0.0,0.0,0.0,0.0,0.0,0.0,8.24,5.88,1.18,0.0,1.18,0.0,0.0,0
"My heart goes out to Georgia for what she experienced with the loss of her child, but this was just not well written at all. It came off as a whiny, self absorbed child ranting in a journal. In serious need of editing, to say the least. I feel like her whiny demeanour could do more harm than good in trying to gain compassion for those who have struggled. 
 She is very defensive of herself and makes a lot of excuses for smoking and getting pregnant in a less than healthy situation to bring an infant into. 
 Her childhood was certainly difficult but she talks about it like she has the worst life in the world. Of course pain is not measurable, but I feel like this girl is making a lot of excuses for her own lack of self control. While insensitive and his motives questionable, there are certainly worse villains than her step-father. I'm glad that it does not seem that he acted on his perverted intentions, if he did have them. And if he does not, he needs serious schooling on what is appropriate parent behavior, creepy. 
 I'm just not sure what the point of this book is, really. To encourage kids not to follow in her foot steps? To get pity? I don't know.",1,1,1,218,51.53,45.49,4.42,1.42,15.57,17.43,94.04,75.69,61.93,16.97,11.47,2.75,0.0,0.0,7.8,0.46,5.5,14.68,5.05,0.0,18.35,8.72,4.13,6.42,3.21,17.43,5.96,4.59,4.59,1.38,0.92,2.29,18.35,0.46,17.89,2.29,3.21,2.29,2.29,2.29,6.42,0.0,7.8,2.29,5.5,2.29,0.92,0.92,0.46,0.0,0.0,0.0,18.35,4.59,0.92,0.0,0.46,1.38,1.83,13.3,1.83,0.0,5.5,3.21,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.38,0.0,0.0,2.75,1.38,0.46,0.46,0.0,0.0,0.92,0.0,0.0,0.92,0.0,1.38,0.46,0.0,0.0,0.46,1.38,0.0,7.34,8.26,0.0,1.83,4.59,0.0,0.0,1.83,0.92,3.21,8.26,0.0,0.0,0.0,0.0,0.0,0.0,12.39,5.5,4.13,0.92,0.0,1.38,0.46,0
"I always feel badly leaving a poor rating because I know how much work (and often passion and bits of your soul) goes into writing. But I would not be honest if I said I enjoyed this read. To be even more honest, I did not finish it and merely skimmed. 
 I love anything that incorporates Shakespeare and that was clever, but the main issue that turned me off is the 12 Step focus. I feel like it was almost an advertisement for the 12 Step programs. Perhaps someone who has been through one may feel differently about it though. I felt as though it took away from the story and from the main character herself. 
 I just grew tired of hearing about it, really. I feel like the story would have been great by itself but the 12 Step took away the focus.",1,1,1,144,15.66,2.14,93.31,40.61,16.0,12.5,93.75,81.94,65.97,18.75,10.42,8.33,0.0,0.69,0.69,0.0,8.33,12.5,6.94,2.78,11.81,9.03,10.42,9.03,1.39,19.44,6.94,2.08,2.08,0.0,1.39,0.69,19.44,0.69,18.75,4.86,1.39,1.39,4.86,1.39,6.25,0.0,5.56,3.47,2.08,2.78,1.39,1.39,0.0,0.0,0.0,0.0,8.33,4.86,0.0,0.0,0.0,1.39,2.78,3.47,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,1.39,0.0,0.69,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.69,0.0,0.0,0.0,7.64,12.5,1.39,4.17,2.78,0.0,0.69,3.47,2.08,8.33,4.86,0.69,0.0,0.0,0.0,0.0,0.0,9.72,6.25,2.08,0.0,0.0,0.0,1.39,0
"It is very hard to believe this is all true, but I'll take the author's word for it! 
 I've always had an open mind toward women who choose to work in this trade and a lot of compassion. I feel that often there is desperation in making the choice to sell your body, as shown by this story. 
 I feel like the story at times aimed to be ""sexy"" rather than ""sexual"", if that makes sense. I feel that took away from the biographical focus and edged on erotica. However, it didn't effect my overall opinion greatly. I couldn't put it down and not because of licentious reasons, but simply because I wanted to know what happened next in this woman's life!",0,5,1,122,38.27,3.19,98.05,58.75,17.43,13.11,95.08,78.69,60.66,18.03,8.2,6.56,0.0,0.82,0.0,0.0,9.84,13.93,4.92,0.0,17.21,7.38,5.74,9.02,2.46,18.85,7.38,3.28,2.46,0.82,1.64,0.0,25.41,1.64,23.77,9.02,4.92,1.64,1.64,0.82,5.74,0.0,4.1,3.28,0.82,0.82,0.0,0.82,0.0,0.0,0.0,0.0,9.02,4.92,0.82,0.0,0.0,1.64,2.46,3.28,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,1.64,1.64,0.0,3.28,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.82,0.82,1.64,0.0,0.0,0.0,0.0,0.0,1.64,7.38,11.48,0.82,0.82,5.74,0.0,0.0,4.1,3.28,5.74,5.74,0.82,0.0,0.0,0.0,0.0,0.0,18.03,4.1,4.1,0.0,1.64,4.92,3.28,0
"Ehhhhhh. 
 Really nothing to rave about. It was not poorly written in terms of style or technical aspects. The story was not particularly interesting and I feel it is a bit overdone. It does not stand out from other vampire fiction to me. The ""romance"" happened far too quickly, in my opinion. I would expect vampires who have lived so long to be a little harder to get in the sack, but... Even for a short story, it was short. 
 I feel like the author is capable of more. I would like to see a longer story from her. :)",0,2,1,100,63.53,1.0,69.95,81.12,9.09,16.0,90.0,80.0,62.0,12.0,8.0,6.0,0.0,0.0,1.0,0.0,4.0,12.0,8.0,0.0,17.0,10.0,7.0,4.0,4.0,18.0,11.0,7.0,2.0,1.0,1.0,0.0,15.0,1.0,14.0,3.0,0.0,3.0,3.0,1.0,6.0,0.0,6.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,0.0,0.0,9.0,1.0,0.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,12.0,3.0,0.0,0.0,0.0,4.0,0
"I enjoyed this book! There were some editing errors, as mentioned by other reviewers, but I don't feel that is a reason to completely toss a book. It was a free download but I feel it is worth keeping an eye out for future works. 
 I did figure out the mystery pretty early on but I still wanted to find out what happened. I really enjoyed the main character Alex and his daughter; their relationship was very sweet. 
 I hope this isn't too much of a spoiler, but... This is one of many books lately I've found that includes mistreatment of children and I certainly haven't been seeking that plot line out! I feel like it was a bit unnecessary and there could have been a multitude of other reasons for the ""villain""'s actions. Other than that, good mystery/crime thriller.",0,3,1,142,28.77,2.0,85.48,75.09,15.78,18.31,93.66,75.35,62.68,16.2,8.45,7.04,0.0,0.0,0.7,0.7,7.75,18.31,7.04,0.7,11.97,11.27,7.04,6.34,2.11,19.01,7.04,4.93,2.11,1.41,0.7,0.0,20.42,0.0,20.42,6.34,1.41,2.11,2.82,2.11,7.04,0.0,7.75,5.63,2.11,3.52,3.52,0.0,0.0,0.0,0.0,0.0,6.34,2.11,0.0,0.0,0.7,0.7,0.7,4.23,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.0,4.93,0.0,0.0,4.23,0.7,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.41,0.7,0.0,0.0,0.0,0.0,0.0,0.0,9.15,9.15,0.7,0.0,4.23,0.7,0.0,2.11,2.11,9.15,7.04,1.41,0.0,0.0,0.0,0.0,0.0,16.9,6.34,2.82,0.0,1.41,3.52,2.82,0
